"uid","ELECYEAR","ID","NAME","RESPONSE","PREFEC","DISTRICT","PRBLOCK","INCUMB","TERM","PARTY","SEX","AGE","RESULT","prim1","prim2","prim3","camp1","camp2","camp3","coal_lib","coal_dem","coal_kmei","coal_com","coal_soc","coal_koku","yn_medconst","yn_reps","yn_const","yn_defense","yn_preemp","yn_unsc","yn_nkorea","yn_smgov","yn_pubspend","yn_fiscalpol","yn_tax5yrs","yn_frgnvote","yn_frgnwork","yn_privacy","yn_tax10pc","yn_moral","ab_asiaus","ab_compet","ab_env","ab_singlemum","ab_trade","fav_masuzoe","fav_ozawa","fav_watanabe","fav_hashimoto","media_hp","media_sns","media_tv"
1633,"2012","404","太田＝宜興",1,13,7,66,1,0,"共産党",1,36,1,15,5,7,1,5,2,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,2,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,4,2,0
1870,"2012","405","長妻＝昭",1,13,7,55,3,4,"民主党",1,52,2,10,6,15,5,4,2,3,4,2,3,2,2,5,2,3,3,3,2,3,4,4,2,1,3,3,3,2,3,2,3,2,4,4,70,50,50,50,4,2,5
1203,"2012","406","松本＝文明",1,13,7,55,2,1,"自民党",1,63,3,16,13,11,1,3,4,4,3,1,3,3,3,2,1,1,1,3,1,1,3,2,2,2,5,4,3,2,1,2,2,3,2,4,40,25,40,40,3,0,1
377,"2012","407","吉田＝康一郎",1,13,7,55,1,0,"日本維新の会",1,45,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,99,1,1,99,99,99,99,5,99,99,99,1,99,99,99,99,99,999,999,999,999,4,99,99
210,"2012","408","岡本＝幸三",1,13,7,55,1,0,"未来の党",1,52,1,15,16,11,1,99,99,99,99,99,99,99,99,5,5,5,5,5,3,5,3,3,3,5,3,3,3,3,3,3,5,2,2,3,70,100,50,0,0,0,0
1428,"2012","409","西野＝貞吉",1,13,7,66,1,0,"無所属",1,76,1,6,2,8,4,5,2,1,1,3,3,3,3,5,3,1,1,1,1,4,3,1,1,5,5,5,3,5,1,1,5,3,1,3,0,0,25,25,0,0,0
1467,"2012","410","石原＝伸晃",1,13,8,55,3,7,"自民党",1,55,2,3,6,2,3,5,1,4,2,1,3,3,2,2,3,2,2,3,1,2,3,2,2,1,4,3,4,2,2,3,2,3,2,4,50,25,50,75,4,1,5
1240,"2012","411","上保＝匡勇",1,13,8,66,1,0,"共産党",1,28,1,15,12,7,1,5,2,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,3,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,4,2,0
147,"2012","412","円＝より子",1,13,8,55,1,0,"民主党",2,65,1,5,7,2,1,4,5,3,4,2,3,3,2,4,3,5,5,5,2,5,4,3,4,1,3,3,5,2,3,3,4,2,4,4,999,999,999,999,3,1,1
962,"2012","413","山本＝太郎",1,13,8,66,1,0,"無所属",1,38,1,15,13,9,5,2,1,3,3,3,2,2,3,2,5,5,5,5,5,5,5,4,5,5,3,3,5,5,2,4,5,2,1,1,0,25,0,0,5,4,5
2410,"2012","414","木内＝孝胤",1,13,9,55,3,1,"未来の党",1,46,1,2,15,16,1,5,99,2,2,2,2,2,2,2,1,2,3,2,1,2,3,3,2,5,5,3,4,3,1,2,2,3,2,2,100,100,100,100,5,4,5
820,"2012","415","坂尻＝正由喜",1,13,9,66,1,0,"共産党",1,41,1,2,15,6,3,2,5,3,3,3,4,99,3,2,5,5,5,5,2,5,5,4,3,5,1,3,5,5,3,5,5,2,5,1,999,999,999,999,4,2,0
1354,"2012","416","菅原＝一秀",1,13,9,55,3,3,"自民党",1,50,2,3,1,15,5,3,2,4,3,1,3,3,3,3,3,1,1,3,1,2,2,2,2,2,5,3,2,2,1,1,2,2,2,2,60,10,60,70,5,4,4
2255,"2012","417","福村＝隆",1,13,9,55,1,0,"民主党",1,49,1,5,16,6,99,99,99,2,4,2,3,2,1,3,2,3,4,5,1,3,3,4,2,2,2,2,4,3,1,3,2,2,2,4,999,999,999,999,99,99,0
642,"2012","418","江端＝貴子",1,13,10,55,3,1,"民主党",2,52,1,7,5,6,1,3,5,2,4,2,3,2,2,2,3,3,4,3,2,3,5,2,3,1,2,3,5,2,3,3,4,2,5,3,50,50,50,50,4,0,3
722,"2012","419","今＝秀子",1,13,10,66,1,0,"共産党",2,64,1,15,2,5,3,2,5,3,3,3,99,99,3,2,5,5,5,5,2,5,5,4,3,5,1,2,5,5,3,5,5,2,5,1,999,999,999,999,0,4,0
1114,"2012","420","小池＝百合子",1,13,10,55,3,6,"自民党",2,60,2,1,15,2,3,1,2,4,3,1,3,3,3,1,1,1,1,1,1,1,2,4,1,1,5,4,1,2,1,1,1,2,4,4,999,999,999,999,4,4,5
1631,"2012","421","多ケ谷＝亮",0,13,10,55,1,0,"未来の党",1,44,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,99,99,99
223,"2012","422","下村＝博文",1,13,11,55,3,5,"自民党",1,58,2,5,2,1,1,3,5,4,3,1,3,3,2,2,1,1,1,1,1,1,4,1,1,1,5,3,1,1,1,1,2,2,1,5,55,40,70,70,5,4,4
1330,"2012","423","須藤＝武美",1,13,11,66,1,0,"共産党",1,58,1,7,6,15,1,2,5,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,3,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,2,3,0
1635,"2012","424","太田＝順子",1,13,11,55,1,0,"民主党",2,45,1,6,15,2,2,3,5,2,4,2,3,3,1,3,1,2,2,3,1,2,2,4,4,2,5,3,3,2,1,3,4,4,3,4,50,60,50,30,1,0,0
469,"2012","425","橋本＝久美",0,13,11,55,1,0,"未来の党",2,43,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,99,99,99
1863,"2012","426","猪野＝隆",1,13,11,55,1,0,"日本維新の会",1,47,1,6,5,10,5,3,2,2,2,2,3,3,2,3,1,1,2,4,1,2,4,4,4,2,3,2,4,2,1,4,2,2,4,4,50,50,60,90,0,0,0
1434,"2012","427","青木＝愛",1,13,12,55,3,2,"未来の党",2,47,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,2,2,3,3,99,99,99,99,99,99,99,2,99,99,4,99,999,100,999,999,4,2,1
1756,"2012","428","池内＝沙織",1,13,12,55,1,0,"共産党",2,30,1,2,15,7,1,2,5,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,3,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,4,3,1
1636,"2012","429","太田＝昭宏",1,13,12,66,2,5,"公明党",1,67,2,16,1,7,3,4,5,99,99,99,99,99,99,2,3,3,4,4,1,4,5,2,2,2,1,2,3,4,3,3,3,3,3,4,999,999,999,999,5,2,3
2246,"2012","430","服部＝聖巳",1,13,12,66,1,0,"諸派",2,34,1,1,2,5,1,3,4,1,3,3,3,3,3,1,1,1,1,1,1,2,3,1,1,5,5,1,2,5,1,1,1,4,2,1,5,10,30,15,4,2,0
303,"2012","431","鴨下＝一郎",1,13,13,55,3,6,"自民党",1,63,2,2,1,7,1,3,5,4,99,1,3,3,3,3,2,1,1,3,1,3,3,2,2,1,5,3,1,2,2,1,2,2,2,3,999,999,999,999,99,99,99
1587,"2012","432","祖父江＝元希",1,13,13,66,1,0,"共産党",1,37,1,2,7,15,2,3,1,3,3,3,4,99,3,2,5,5,5,5,2,5,5,4,2,5,1,3,5,5,3,5,5,2,5,1,999,999,999,999,5,4,0
1538,"2012","433","川口＝浩",1,13,13,55,3,1,"日本維新の会",1,57,1,16,5,6,3,5,1,2,3,2,3,3,2,4,3,1,1,4,1,2,3,3,2,2,3,3,3,2,2,4,2,2,2,3,50,50,50,100,4,0,0
2076,"2012","434","藤尾＝直樹",1,13,13,55,1,0,"民主党",1,33,1,7,5,2,3,4,5,2,4,2,3,2,2,4,3,2,3,2,1,2,3,3,3,1,2,3,4,3,1,2,2,2,3,3,40,40,40,40,1,0,0
2356,"2012","435","本多＝正樹",1,13,13,55,1,0,"未来の党",1,40,1,15,13,5,3,4,1,99,99,99,99,99,99,4,2,2,99,4,2,2,2,4,99,4,5,2,3,3,1,4,3,1,4,1,999,100,999,999,2,2,0
9,"2012","436","阿藤＝和之",1,13,14,66,1,0,"共産党",1,41,1,2,15,7,2,3,1,3,3,3,4,99,3,2,5,5,5,5,2,5,5,4,3,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,5,4,0
2399,"2012","437","木村＝剛司",1,13,14,55,3,1,"未来の党",1,41,1,16,7,15,3,4,5,3,3,3,3,2,3,5,3,2,2,5,1,3,3,3,2,5,99,2,5,5,2,3,3,3,4,3,999,999,999,999,4,3,5
1186,"2012","438","松島＝みどり",1,13,14,55,2,3,"自民党",2,56,2,13,3,8,1,3,5,4,3,1,3,3,3,2,1,1,3,4,2,1,2,4,3,2,5,5,1,2,2,3,3,5,4,4,999,999,999,999,3,4,2
554,"2012","439","犬塚＝直史",1,13,14,55,1,0,"民主党",1,58,1,1,2,15,2,5,1,2,4,2,2,2,2,3,3,2,2,2,4,3,4,3,4,2,2,2,3,2,4,3,3,3,4,4,50,25,50,25,1,1,1
2421,"2012","440","野口＝東秀",1,13,14,55,1,0,"日本維新の会",1,50,1,1,12,10,5,3,4,99,99,99,99,3,3,2,2,1,1,3,1,3,3,3,3,2,3,2,1,2,1,1,1,2,2,5,50,20,70,100,1,1,1
1048,"2012","441","渋江＝勝義",1,13,14,66,1,0,"無所属",1,65,1,3,2,6,4,5,1,99,99,99,99,99,99,5,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,1,2,2,3,3,50,50,50,50,0,0,0
2073,"2012","442","藤田＝直樹",1,13,14,66,1,0,"無所属",1,27,1,1,5,3,4,5,3,1,1,1,99,1,99,3,2,3,3,4,4,5,3,3,3,2,2,2,3,3,3,3,3,3,3,3,50,50,50,30,0,0,0
1039,"2012","443","秋元＝司",1,13,15,55,1,0,"自民党",1,41,3,2,3,1,1,3,5,4,99,1,3,99,99,2,2,1,2,3,1,2,3,2,2,2,5,2,2,2,1,2,2,2,2,2,50,0,50,50,2,3,4
2021,"2012","444","東＝祥三",1,13,15,55,3,5,"未来の党",1,61,1,15,2,10,1,4,5,3,3,3,3,2,99,2,1,1,1,1,1,1,5,3,1,5,2,2,3,5,2,2,3,3,5,4,999,999,999,999,3,0,5
282,"2012","445","柿沢＝未途",1,13,15,55,3,1,"みんなの党",1,41,2,11,13,6,5,1,2,2,2,2,3,3,3,4,3,1,1,3,1,3,2,4,4,5,5,1,4,4,2,3,2,3,4,4,50,20,100,70,5,4,4
391,"2012","446","吉田＝年男",1,13,15,66,1,0,"共産党",1,64,1,16,15,12,1,5,2,3,3,3,4,2,3,1,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,3,5,1,5,1,0,0,0,0,99,3,3
1945,"2012","447","田中＝美絵子",1,13,15,55,3,1,"民主党",2,37,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,2,4,2,3,4,4,3,99,99,99,3,3,99,99,99,99,99,99,999,999,999,999,99,99,5
1239,"2012","448","上田＝令子",1,13,16,55,1,0,"みんなの党",2,47,1,10,5,1,5,4,3,3,3,3,3,3,3,4,1,1,1,1,1,1,1,5,5,5,5,2,5,5,3,2,2,2,4,5,10,0,100,70,5,4,4
1665,"2012","449","大西＝英男",1,13,16,55,1,0,"自民党",1,66,2,10,14,5,5,1,3,4,2,1,3,3,2,3,1,1,1,2,1,2,3,1,2,1,3,3,3,2,1,2,3,3,1,3,50,10,40,10,5,0,1
2011,"2012","450","島長＝香代子",1,13,16,66,1,0,"共産党",2,63,1,6,15,13,1,5,4,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,2,5,1,2,5,5,3,5,5,2,4,1,999,999,999,999,0,0,0
1828,"2012","451","中津川＝博郷",1,13,16,55,3,3,"日本維新の会",1,63,1,3,12,5,4,5,3,2,3,2,3,3,2,2,2,1,1,2,1,1,3,2,1,3,3,3,3,3,1,2,3,2,1,3,50,55,30,100,4,0,4
1060,"2012","452","初鹿＝明博",1,13,16,55,3,1,"未来の党",1,43,1,16,6,15,1,5,2,3,3,3,3,2,2,2,1,3,4,5,3,4,5,1,1,5,2,2,4,3,3,5,4,1,4,2,50,50,50,50,4,4,5
736,"2012","453","今野＝克義",1,13,16,55,1,0,"民主党",1,40,1,5,13,7,4,99,99,2,4,2,3,2,1,3,3,5,4,3,1,4,3,4,4,1,5,2,99,3,1,3,3,3,1,3,60,60,60,60,1,0,0
1260,"2012","454","新井＝杉生",1,13,17,66,1,0,"共産党",1,53,1,15,7,1,3,2,1,3,3,3,4,3,3,2,5,5,5,5,2,4,5,4,3,5,1,2,5,5,3,5,5,2,4,1,999,999,999,999,4,1,0
1593,"2012","455","早川＝久美子",1,13,17,55,3,1,"民主党",2,41,1,7,5,2,1,3,2,99,99,99,99,99,99,4,3,3,2,4,2,3,4,4,3,1,3,3,3,3,3,2,4,3,4,3,999,999,999,999,99,2,2
2283,"2012","456","平沢＝勝栄",1,13,17,55,3,5,"自民党",1,67,2,7,6,1,3,2,5,4,2,1,3,3,2,1,2,1,2,3,1,4,3,2,3,2,5,4,2,3,1,2,3,3,2,3,999,999,999,999,4,2,5
1150,"2012","457","小林＝等",1,13,17,55,1,0,"日本維新の会",1,39,1,10,11,6,4,3,5,3,3,2,3,3,3,5,3,1,1,3,1,1,3,2,4,2,5,3,5,2,2,2,2,3,3,4,50,25,75,100,4,2,0
1352,"2012","458","菅＝直人",1,13,18,55,3,10,"民主党",1,66,3,15,99,99,99,99,99,99,99,99,99,99,99,5,3,3,3,4,2,2,4,3,3,1,3,3,3,3,3,2,4,2,4,3,999,999,999,999,5,3,5
1999,"2012","459","土屋＝正忠",1,13,18,55,2,1,"自民党",1,70,2,1,5,3,3,5,4,4,3,1,3,3,3,2,2,1,1,1,1,1,3,2,2,1,5,4,2,2,1,2,2,4,2,4,60,30,40,40,5,0,1
2452,"2012","460","柳＝孝義",1,13,18,66,1,0,"共産党",1,51,1,16,15,7,2,1,99,3,3,3,4,99,3,2,5,5,5,5,2,5,5,4,3,5,1,3,5,5,3,5,5,2,5,1,999,999,999,999,3,2,0
175,"2012","461","横粂＝勝仁",1,13,18,66,3,1,"無所属",1,31,1,3,2,10,5,1,2,2,2,2,3,2,2,1,1,1,2,2,1,3,2,2,1,5,5,3,2,5,1,3,3,3,3,4,50,50,50,50,4,2,5
603,"2012","462","五十嵐＝勝哉",1,13,18,55,1,0,"日本維新の会",1,45,1,5,1,10,5,3,4,3,3,3,3,3,3,2,3,1,1,3,1,3,3,4,2,2,4,3,3,2,1,2,2,2,3,4,30,20,50,100,0,0,0
1345,"2012","463","杉村＝康之",1,13,18,55,1,0,"未来の党",1,43,1,10,2,15,4,2,5,3,3,3,3,2,2,5,1,2,2,2,1,3,3,3,1,4,4,2,3,4,1,3,2,2,2,4,50,100,90,90,4,3,0
1979,"2012","464","渡辺＝浩一郎",1,13,19,55,3,2,"未来の党",1,68,1,15,2,10,4,3,1,3,2,2,3,2,2,5,3,1,1,1,1,2,2,3,2,5,3,3,2,3,2,2,2,1,1,4,50,100,40,50,4,1,2
77,"2012","465","井手重＝美津子",1,13,19,66,1,0,"共産党",2,48,1,2,15,5,1,2,5,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,2,5,1,2,5,5,3,5,5,2,4,1,999,999,999,999,4,3,0
2371,"2012","466","末松＝義規",1,13,19,55,3,5,"民主党",1,56,1,15,13,3,2,3,1,3,99,3,3,2,2,4,3,4,2,2,2,3,4,3,3,1,2,3,3,5,2,3,3,3,3,3,999,999,999,999,5,0,5
1204,"2012","467","松本＝洋平",1,13,19,55,2,1,"自民党",1,39,2,2,1,7,1,3,5,4,2,1,3,3,3,2,2,1,1,3,1,3,3,3,2,2,5,5,2,3,1,2,2,2,2,3,999,999,999,999,5,3,1
925,"2012","468","山田＝宏",1,13,19,55,2,1,"日本維新の会",1,54,3,16,6,10,4,5,99,2,3,2,3,3,3,4,3,1,1,2,1,1,3,4,3,2,5,4,2,2,1,1,1,4,2,5,51,40,65,95,4,1,5
1752,"2012","469","池田＝真理子",1,13,20,66,1,0,"共産党",2,58,1,15,5,6,2,3,5,3,3,3,4,99,3,2,5,5,5,5,2,5,5,4,3,5,1,3,5,5,3,5,5,2,5,1,999,999,999,999,4,2,0
234,"2012","470","加藤＝公一",1,13,20,55,3,4,"民主党",1,48,1,10,15,6,5,2,3,99,99,99,99,99,99,5,1,2,3,3,3,3,4,3,2,3,5,3,4,3,3,2,3,3,4,3,999,999,999,999,4,0,2
2388,"2012","471","木原＝誠二",1,13,20,55,2,1,"自民党",1,42,2,7,2,1,3,1,5,4,3,1,3,3,3,2,1,1,1,3,1,2,3,2,2,2,5,4,2,3,2,2,2,2,3,3,60,10,80,50,4,4,1
2434,"2012","472","野田＝数",1,13,20,55,1,0,"日本維新の会",1,39,1,5,1,7,4,5,3,3,3,99,3,3,3,1,1,1,1,2,1,1,2,4,3,3,5,3,2,3,1,2,2,2,2,3,60,0,80,90,3,1,5
1116,"2012","473","小田原＝潔",1,13,21,55,1,0,"自民党",1,48,3,2,1,10,5,3,2,4,2,1,3,3,3,5,1,1,1,2,1,2,2,2,2,2,5,2,2,2,1,1,1,1,1,4,30,10,40,30,5,4,1
1884,"2012","474","長島＝昭久",1,13,21,55,3,3,"民主党",1,50,2,3,15,1,5,1,2,2,4,2,3,2,1,4,1,1,1,1,1,3,2,4,3,1,5,2,2,2,1,1,2,3,3,5,50,10,60,25,4,2,5
358,"2012","475","吉岡＝正史",1,13,21,66,1,0,"共産党",1,38,1,16,15,7,3,2,1,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,2,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,5,4,1
748,"2012","476","佐々木＝理江",1,13,21,55,1,0,"日本維新の会",2,30,1,11,5,15,4,2,3,3,3,3,3,3,3,5,3,1,3,4,3,3,3,4,4,3,2,1,1,1,2,2,2,3,3,5,30,50,40,90,1,1,2
1727,"2012","477","谷川＝博之",1,13,21,66,1,0,"無所属",1,42,1,16,15,3,3,5,1,3,3,3,3,3,3,1,5,2,1,3,5,1,5,1,3,5,5,5,2,5,1,5,5,1,1,1,0,20,0,0,0,0,0
2074,"2012","478","藤田＝祐司",1,13,21,55,1,0,"未来の党",1,60,1,15,10,12,1,99,99,3,2,3,2,1,3,3,2,5,5,5,3,5,5,3,4,5,1,2,5,5,5,4,4,3,4,3,50,50,50,0,0,1,0
62,"2012","479","伊藤＝達也",1,13,22,55,2,5,"自民党",1,51,2,3,7,6,3,4,1,4,2,1,3,3,3,5,1,1,1,2,1,2,3,2,2,3,5,3,2,4,1,1,3,3,3,3,999,999,999,999,4,3,2
72,"2012","480","井原＝義博",1,13,22,66,1,0,"諸派",1,57,1,1,2,15,1,3,4,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,5,5,1,4,5,1,1,1,5,3,5,50,25,5,10,3,2,0
821,"2012","481","坂内＝淳",1,13,22,66,1,0,"共産党",1,51,1,15,7,6,3,2,1,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,3,5,1,3,5,5,3,5,5,3,5,1,999,999,999,999,0,0,2
1891,"2012","482","津山＝謙",1,13,22,55,1,0,"みんなの党",1,39,1,15,11,2,2,3,5,3,3,3,3,3,3,5,2,1,1,1,1,2,1,4,5,5,5,5,3,4,1,2,1,2,2,3,40,35,100,0,5,4,2
894,"2012","483","山花＝郁夫",1,13,22,55,3,3,"民主党",1,45,1,3,6,15,2,5,1,99,4,99,99,99,99,3,3,3,4,4,3,3,3,3,3,2,3,3,4,3,3,3,4,2,4,2,50,50,50,50,5,0,3
999,"2012","484","鹿野＝晃",1,13,22,55,1,0,"日本維新の会",1,39,1,13,6,1,2,4,3,2,3,3,3,3,2,1,3,1,1,1,1,1,5,1,1,5,5,5,1,5,1,5,3,3,1,1,0,0,0,50,4,2,1
1105,"2012","485","小倉＝将信",1,13,23,55,1,0,"自民党",1,31,2,2,10,6,1,3,4,4,2,2,3,3,3,3,1,1,1,2,1,3,3,3,1,1,5,4,3,2,1,2,2,2,3,3,50,50,50,50,4,4,0
525,"2012","486","櫛渕＝万里",1,13,23,55,3,1,"民主党",2,45,1,10,5,15,5,4,2,3,4,2,3,2,1,4,3,4,4,5,1,4,3,4,3,2,3,3,5,3,2,4,4,2,4,3,999,999,999,999,5,3,3
2142,"2012","487","白川＝哲也",1,13,23,55,1,0,"みんなの党",1,31,1,2,15,10,5,2,3,99,99,99,99,99,99,5,1,1,1,1,1,3,4,5,1,5,5,1,3,3,2,2,2,3,2,5,30,5,100,80,5,4,3
1180,"2012","488","松村＝亮佑",1,13,23,66,1,0,"共産党",1,32,1,15,7,13,1,3,5,3,3,3,4,99,3,2,5,5,5,5,2,4,5,5,2,5,1,2,5,5,3,5,5,2,4,1,999,999,999,999,0,3,0
55,"2012","489","伊藤＝俊輔",1,13,23,55,1,0,"日本維新の会",1,33,1,99,99,99,3,4,5,99,99,99,99,99,99,3,3,1,1,2,1,3,2,3,3,3,4,2,3,3,2,2,2,2,2,4,999,999,999,999,4,3,0
1451,"2012","490","石井＝貴士",1,13,23,55,1,0,"未来の党",1,39,1,5,15,2,5,2,1,3,2,2,2,1,2,5,3,4,4,4,3,5,3,5,5,5,5,4,5,4,3,4,4,1,1,1,50,100,50,80,4,3,1
7,"2012","491","阿久津＝幸彦",1,13,24,55,3,3,"民主党",1,56,1,15,7,16,5,2,3,2,4,2,3,2,1,4,2,4,3,4,2,3,4,4,4,2,3,3,4,2,2,2,4,2,4,4,70,10,10,30,3,0,2
1141,"2012","492","小林＝弘幸",1,13,24,55,1,0,"みんなの党",1,40,1,2,15,10,5,2,3,99,99,99,99,99,99,5,1,1,1,1,1,3,3,5,1,5,5,1,3,3,2,2,2,3,99,5,50,55,95,80,4,4,1
2133,"2012","493","萩生田＝光一",1,13,24,55,2,2,"自民党",1,49,2,5,3,6,1,3,5,4,3,1,3,3,3,2,2,1,1,2,2,2,2,2,1,1,5,4,2,3,1,2,2,3,2,3,60,60,20,50,3,2,2
2303,"2012","494","峯岸＝益生",1,13,24,66,1,0,"共産党",1,64,1,2,15,7,1,2,3,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,3,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,0,0,2
2041,"2012","495","藤井＝義裕",1,13,24,55,1,0,"日本維新の会",1,37,1,99,99,99,4,3,1,2,3,2,3,3,3,2,1,1,1,1,1,1,1,2,2,2,5,4,3,2,1,2,2,2,1,1,50,999,70,100,4,2,0
88,"2012","496","井上＝信治",1,13,25,55,3,3,"自民党",1,43,2,16,6,1,1,3,5,4,3,1,3,3,3,5,1,1,1,3,1,1,5,1,1,1,5,3,1,3,1,1,1,1,3,5,25,25,50,50,5,0,4
89,"2012","497","井上＝宣",1,13,25,66,1,0,"共産党",1,38,1,15,7,5,1,3,5,3,3,3,4,99,3,2,5,5,5,5,2,4,5,4,3,5,1,3,5,5,3,5,5,2,4,1,999,999,999,999,5,3,0
1764,"2012","498","竹田＝光明",1,13,25,55,3,1,"民主党",1,57,1,6,5,10,2,5,1,2,4,2,3,3,1,5,2,5,3,5,1,3,5,3,2,1,3,3,3,3,2,2,4,1,4,3,999,999,999,999,4,2,1
1306,"2012","499","真砂＝太郎",1,13,25,55,1,0,"未来の党",1,56,1,3,1,7,1,4,5,2,3,2,3,3,2,2,1,1,1,2,1,2,2,2,2,3,5,4,2,3,2,1,2,3,3,5,80,35,55,95,4,4,1
1201,"2012","500","松本＝鉄平",1,13,25,55,1,0,"日本維新の会",1,34,1,10,5,11,4,5,99,2,3,2,3,3,2,2,2,1,1,3,2,2,2,2,2,1,4,3,3,2,1,2,2,2,3,3,999,999,999,999,0,0,0
2380,"2012","501","明石＝行夫",1,14,1,66,1,0,"共産党",1,53,1,2,7,15,1,3,2,3,3,3,4,99,99,2,5,5,5,5,2,3,5,3,3,5,1,2,5,5,3,4,4,2,5,1,20,10,10,0,4,4,0
1858,"2012","502","中林＝美恵子",1,14,1,54,3,1,"民主党",2,52,1,1,2,10,5,1,2,3,4,2,3,2,1,2,1,1,3,4,1,4,3,3,3,2,4,3,3,2,2,2,3,2,4,3,70,80,80,70,4,1,1
1197,"2012","503","松本＝純",1,14,1,54,3,4,"自民党",1,62,2,6,16,1,1,3,5,4,99,1,99,99,99,3,1,1,2,2,1,1,3,3,2,2,5,4,2,4,1,2,2,3,2,3,999,999,999,999,5,3,2
893,"2012","504","山下＝頼行",1,14,1,54,1,0,"みんなの党",1,39,1,11,2,15,2,5,4,3,3,3,3,3,3,3,1,2,3,5,2,4,2,4,5,4,4,2,5,3,3,2,2,2,4,5,50,50,95,90,4,2,0
1194,"2012","505","松本＝孝一",1,14,1,54,1,0,"日本維新の会",1,52,1,16,10,11,3,4,5,2,3,2,3,3,3,4,1,1,2,3,1,2,2,4,2,2,2,2,4,3,2,2,2,2,4,5,60,30,70,90,5,2,1
987,"2012","506","児玉＝俊明",1,14,2,66,1,0,"共産党",1,50,1,3,15,7,3,2,5,3,3,3,4,99,3,2,4,5,5,5,2,4,5,3,3,5,1,2,5,5,4,4,5,2,5,1,25,25,20,0,5,3,0
1351,"2012","507","菅＝義偉",1,14,2,54,3,5,"自民党",1,64,2,16,6,1,3,5,4,4,99,1,99,99,99,3,1,1,2,2,1,1,3,4,2,2,5,4,2,4,1,2,2,3,2,3,999,999,999,999,4,2,5
862,"2012","508","三村＝和也",1,14,2,54,3,1,"民主党",1,37,1,13,15,1,5,2,4,3,4,1,3,3,1,5,1,1,1,3,1,1,1,5,5,1,5,1,5,5,1,3,3,1,3,5,50,10,50,50,5,4,3
1083,"2012","509","小此木＝八郎",1,14,3,54,2,5,"自民党",1,47,2,5,3,12,1,3,5,4,99,99,99,99,99,4,1,1,1,1,2,2,2,2,2,1,5,4,1,1,1,1,2,2,1,4,999,999,999,999,4,2,1
1067,"2012","510","勝又＝恒一郎",1,14,3,54,3,1,"民主党",1,50,1,7,5,6,3,5,1,3,4,2,3,3,1,2,2,4,4,5,2,3,4,3,3,2,2,3,4,5,2,2,4,3,3,4,25,50,10,25,5,2,1
2353,"2012","511","本橋＝佳世",1,14,3,66,1,0,"共産党",2,39,1,7,6,13,1,2,4,3,3,3,4,99,99,2,4,5,5,5,2,3,5,3,3,5,1,2,5,5,99,4,5,2,5,1,999,999,999,999,3,2,0
2383,"2012","512","毛呂＝武史",1,14,3,54,1,0,"みんなの党",1,44,1,2,15,10,5,2,3,2,2,2,3,3,2,5,1,1,1,1,1,3,4,5,1,5,5,1,3,3,2,2,2,3,4,5,60,10,100,50,4,1,3
208,"2012","513","岡本＝英子",1,14,3,54,3,1,"未来の党",2,48,1,15,6,13,1,5,2,3,3,3,3,2,99,3,3,99,3,4,1,4,99,3,2,5,3,2,5,5,2,3,3,2,4,2,50,100,60,40,5,4,5
673,"2012","514","高橋＝真由美",1,14,3,54,1,0,"日本維新の会",2,44,1,7,11,5,1,4,3,2,3,2,3,3,2,1,3,1,1,4,1,3,3,2,2,5,2,3,1,5,1,3,2,2,3,2,50,10,80,100,0,2,1
1570,"2012","515","浅尾＝慶一郎",1,14,4,54,3,1,"みんなの党",1,48,2,16,15,10,2,5,4,99,99,99,3,3,3,3,1,2,2,2,2,3,2,3,3,4,5,2,2,3,2,2,2,2,3,4,999,999,999,999,5,3,5
236,"2012","516","加藤＝勝広",1,14,4,66,1,0,"共産党",1,68,1,7,15,13,1,5,2,3,3,3,4,2,3,2,4,5,5,5,2,4,5,2,2,5,1,3,5,5,4,4,4,2,5,2,999,999,999,999,3,0,0
